Compound	Occurrences
(-)-2,2?-isopropylidenebis[(4s)-4-phenyl-2-oxazoline]	182
(-)-2,3-o-isopropylidene-2,3-dihydroxy-1,4-bis(diphenylphosphanyl)butane	1
(-)-2-(2-(diphenylphosphino)naphthalen-1-yl)-1-(perfluorobenzyl)-4,5-diphenyl-1h-imidazole	18
(-)-2-(dicyclohexylphosphino)-2'-(dimethylamino)-1,1'-binaphthyl	43
(-)-2-[(3-fluoro-phenyl)-methyl-amino]-propionic acid ethyl ester	1
(-)-2-exo-morpholinoisobornane-10-thiol	23
(-)-2-octyl tosylate	1
(-)-3-fluoro-8,8-me2-8-azonia-bicyclo[3.2.1]octan-2-one otf	1
(-)-6-benzyl-3-((tert-butyldimethylsilyl)oxy)-8-(diphenylphosphino)-8-azabicyclo[3.2.1]oct-6-ene-p-borane	3
(-)-8-(phenylmethylene)bicyclo[3.2.1]octan-3-one	1
(-)-9-(1r,2r-pseudoephedrinyl)-(10s)-tms-9-bbd	1
(-)-9-pinanyl-bbn	1
(-)-[(c5ph5)fe((ch2)4nc8h5n)]	4
(-)-[4,4'-pph2-2,2',5,5'-me-3,3'-bithiophene]rui(p-cumene)i	1
(-)-[c5(me)5]fe[4-(pyrrolidino)c8h5n]	5
(-)-alpha-fenchylamine	1
(-)-b-methoxy-diisopinocamphenylborane	2
(-)-b-methoxydiisopinocampheylborane	2
(-)-bis[(1-neomenthyl)indenyl]zirconium dichloride	2
(-)-bislt;(s)-1-phenylethylgt;amine	2
(-)-bislt;(s)-1-phenylethylgt;amine hydrochloride	1
(-)-bispyridinyl ligand	1
(-)-borneol 3,3',5,5'-tetramethyl-biphenol phosphite	1
(-)-borneol biphenol phosphite	3
(-)-bornyl alcohol	2
(-)-bpy*	2
(-)-brucine	74
(-)-c36h32o4	1
(-)-c5phe5-dmap-deriv. ferrocene	1
(-)-c65h92n4o8v2(2+)*2etso4(1-)	1
(-)-c6h10[n=chc10h5(oh)c10h6(oh)]2	3
(-)-camphor-10-sulfonic acid	9
(-)-chibag	1
(-)-csa	1
(-)-cso	6
(-)-d-dimethyl tartrate	1
(-)-d-dipt	1
(-)-dccso	3
(-)-det	1
(-)-dicyclohexyl d-tartrate	2
(-)-dicyclohexyl tartrate	1
(-)-diethyl tartrate	61
(-)-diisopinocamphenylborane chloride	1
(-)-diisopinocamphoyl(methoxy)borane	1
(-)-dip-chloride	1
(-)-dipt	1
(-)-dtbm-segphos	1
(-)-eta5-(pentamethylcyclopentadienyl)-eta5-(2-((2-hydroxy-2,2-diphenylethyl)oxymethyl)pyrrolyl)iron	7
(-)-hydrocupreine-5'-(hydrazine-n,n'-dicarboxylic acid tert-butyl ester)	15
(-)-ipc2bcl	2
(-)-ipc2bome	80
(-)-ipc2botf	2
(-)-ips2bome	1
(-)-isopinocampheylborane	2
(-)-lt;2-(1,3-dithianyl)myrtanylborane	1
(-)-menthol	32
(-)-menthoxy magnesium chloride	3
(-)-menthyl tms-ether	2
(-)-menthyl(o2c)-leu-oh	26
(-)-mib	43
(-)-monoisopinocampheylborane	5
(-)-n,n-(dibutyl)amino-1-phenylpropan-1-ol	1
(-)-n,n-dimethyl-1-(1-naphthyl)ethylamine pt	1
(-)-n,n-dimethylaminoisoborneol	1
(-)-n-(phenylsulfonyl)-(3,3-dichlorocamphoryl)oxaziridine	4
(-)-n-(tetrahydrofurfur-2-yl)methylpyrrolidine	1
(-)-n-[(4s,5s)-2,2-dimethyl-4-phenyl-1,3-dioxan-5-yl]-5h-dibenzo[c,e]azepinium tetraphenylborate	1
(-)-n-benzylquininium chloride	11
(-)-n-methylephedrine lithium salt	1
(-)-o-allyl-n-(9-anthracenylmethyl)cinchonidinium bromide	2
(-)-pinene	1
(-)-pr(hfc)3	1
(-)-r-ethylenebis(4,5,6,7-tetrahydro-1-indenyl)dimethylzirconium	1
(-)-riboflavin	36
(-)-s-3,5-dihydro-3,3,5,5-tetramethyl-4h-dinaphthlt;2,1-c:1'2'-egt;azepine-n-oxyl	1
(-)-sparteine	863
(-)-sultam	4
(-)-taddol-derived (dimethylamino)phosphoramidite	3
(-)-tetramisole	21
(-)-tetramisole hydrochloride	50
(-)-trans-2,3-bis(hydroxydiphenylmethyl)-1,4-dioxaspirolt;4.4gt;nonane(1b)	2
(-)-trans-4,5-bis(hydroxydiphenylmethyl)-2,2-dimethyl-1,3-dioxacyclopentane(1a)	1
(-)-trans-alpha,alpha'-(2,2-dimethyl-1,3-dioxolane-4,5-diyl)bis(diphenylmethanol)	5
(-)-triphenylphosphine(dicarbonyl)lt;n,n-dimethyl alpha-(o-diphenylphosphinophenyl)ethylaminegt;chromium	18
(-)chirapos	1
(-)chlorodiisopinocampheylborane	5
(-)quinine	15
(-mgch2c(ch3)c(ch3)ch2-)n	4
(-mgch2chc(ch3)ch2-)n	1
(-mgch2chch(ch3)ch2-)n	1
(-mgch2chchch2-)n	4
(-n(ch3)-(s)chph-(s)chph-n(ch3)-p(=o)(n(ch2)5)-)	1
(-n(so2c8f17)-(biphenyl-2,2'-diyl)-o-)alch3	15
(-n-ts-(r)-val-o-)bh	2
(...ch2pph2)3rhcl	5
(.eta.(1)-(phenyl)acetyl)cobalt tetracarbonyl	8
(.eta.(1)-benzyl)cobalt tetracarbonyl	8
(.eta.(3)-allyl)ru(co)3br	26
(.eta.(5)-c5h5)2ti(oc6h4cl-p)2	20
(.eta.(5)-c5h5)2ti(oc6h4me-p)2	3
(.eta.(5)-c5me5)rucl(.mu.-s(i)pr)2rucl(.eta.(5)-c5me5)	10
(.eta.(5)-indenyl)ir(1,5-cyclooctadiene)	41
(.eta.(5):.eta.(1)-c5h4sime2ntbu)time2	10
(.eta.(6)-benzene)(.eta.(2)-methylacrylate)dicarbonylchromium	1
(.eta.-c5h5)ru(iii)(pph3)2cl(1+)	1
(.eta.-cyclopentadienyl)(acetonitrile)bis(triphenylphosphine)ruthenium(ii) hexafluorophosphate	10
(.eta.2-1-butene)(trimethylphosphane)zirconocene	11
(.eta.3-2-methylallyl)(1,3-bis(2,6-diisopropylphenyl)-1,3-dihydro-2h-imidazol-2-ylidene)(ococh2c(ch3)ch2)palladium(ii)	5
(.eta.3-2-methylallyl)(trimethylphosphine)(ococh2c(ch3)ch2)palladium(ii)	1
(.eta.3-c3h5)co[p(ome)3]3	28
(.eta.3-c3h5)rdcl(pcy2ph)	1
(.eta.3-c3h5)rdcl(pcyph2)	1
(.eta.4-1,5-cyclooctadiene)(pyridine)(tricyclohexylphosphine)iridium(i) hexafluorophosphate	43
(.eta.4-cyclooctadiene)rhcl(p(c6h5)3)	5
(.eta.4-cyclooctadiene-1,5)(.eta.5-indenyl)cobalt	12
(.eta.5-c5h5)(.eta.5-c5me5)hfhcl	3
(.eta.5-c5h5)2co(co)2	1
(.eta.5-c5h5)2sm	6
(.eta.5-c5h5)mo(co)2me	1
(.eta.5-c5h5)re(no)(p(c6h5)3)(c(ch3)3)2	3
(.eta.5-c5h5)re(no)(p(c6h5)3)p(c6h5)2	2
(.eta.5-c5me5)(pme3)rh(h)2	1
(.eta.5-c5me5)2sm(thf)2	13
(.eta.5-c5me5)molybdenum(nitrosyl)(ch2sime3)2	1
(.eta.5-c5me5)ruh3(pph3)	1
(.eta.5-cp)iron(co)2-.alpha.-methoxyethyl	1
(.eta.5-cyclopentadienyl)dicarbonyl{(dimethylsulfonio)methyl}iron tetrafluoroborate	1
(.eta.5-methoxycarbonylcyclopentadienyl)(.eta.5-cyclopentadienyl)dichlorotitanium	2
(.eta.5-pentamethylcyclopentadienyl)(.eta.6-hexamethylbenzene)rhodium(i)	5
(.eta.6-me6c6)ru(tsn(ch(2,4,6-c6h2me3))2nh)	1
(.eta.6-p-cymene)ru(p(cyclohexyl)3)(ccc(phenyl)2)cl triflate	13
(.mu.-oxo)bis[(1,2-ethanediamino-n,n'-bis(salicylidene))iron(iii)]	16
(.sigma.-n,.sigma.-n'-bis(phenylimino)acenaphthene)(.eta.2-dimethyl fumarate)platinum(0)	6
(1'-14c)-dodecanoic acid	4
(1'r,2's)-5-(2'-aminocyclopentan-1'-yl)tetrazole	1
(1's,3a's,7a's)-7a'-methyloctahydrospiro([1,3]dioxolane-2,5'-inden)-1'-ol	60
(1,1'-biphen-2-yl)(di-tert-butylphosphino)aucl	7
(1,1'-biphenyl)-4-ylphenylmethanone	3
(1,1'-biphenyl-2-yl)(di-tert-butylphosphino)aucl	1
(1,1'-bis(di-tert-butylphosphino)ferrocene)pdcl2	22
(1,1'-bis(diphenylphosphino)ferrocene)palladium dichloride	1
(1,1'-bis(diphenylphosphino)ferrocene)palladium(ii) dichloride	4519
(1,1'-bis(ph2p)ferrocene)cl2pd(ii) ethyl dichloride	2
(1,1'-dime-4,4'-bi-1,2,4-(1h,3h)triazol-3,3'-diyl)rhi3(mecn)	3
(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di(ph)(et)phosphoramidite	1
(1,1,1-tributylstannyl)benzene	4
(1,1,2,2-tetramethyl-ethyl)-dimethylchlorosilane	1
(1,1,2,2-tetramethyleth-1-yl)-dimethylsilyl trifluoromethanesulfonate	12
(1,1-bis-(diphenylphosphino)methane)(aucl)2	16
(1,10-phenanthroline)fe0	8
(1,10-phenanthroline)methylchloropalladium(ii)	30
(1,10-phenanthroline)palladium(ii) acetate	14
(1,10-phenanthroline)palladium(ii) trifluoroacetate	4
(1,10-phenanthroline)pd(o2cch3)2	36
(1,10-phenanthroline)pd(ococf3)2	1
(1,10-phenanthroline)pdme(oet2)+blt;3,5-c6h3(cf3)2gt;4-	17
(1,10-phenanthrolino)2-tetrapalladium(co)(acetate)4	12
(1,1?-bis(diphenylphosphino)-ferrocene)ni(cod)	29
(1,1?-bis(diphenylphosphino)ferrocene)ni(eta2-ethylene)	1
(1,1?-bis(diphenylphosphino)ferrocene)ni(eta3-cinnamyl)(cl)	1
(1,1?-bis(diphenylphosphino)ferrocene)ni(i)cl	1
(1,1?-bis(diphenylphosphino)ferrocene)ni(ii)(o-tolyl)cl	3
(1,2,3,4,5-me5-cyclopentadiene)rh(ch2=ch-sime3)2	2
(1,2,3,4,5-pentamethyl-cyclopenta-2,4-dienylmethyl)pph2	1
(1,2,3,4,5-pentamethyl-cyclopenta-2,4-dienylmethyl)pph2*bh3	10
(1,2,3,4,5-pentamethylcyclopentadiene)*2y(me)(thf)	16
(1,2,3,4,5-pentamethylcyclopentadienyl)* ir[(s,s)-n-(methanesulfonyl)-1,2-diphenylethylenediamine]	2
(1,2,3,4,5-pentamethylcyclopentadienyl)ir[.kappa.2(n,c)-(nhcme2-2-c6h4)]	9
(1,2,3,4,5-pentamethylcyclopentadienyl)ircl[(s,s)-n-(p-toluenesulfonyl)-1,2-diphenylethylenediamine]	1
(1,2,3,4,5-pentaphenylferrocen-1'-yl)-di-tert-butylphosphine	493
(1,2,3,4-me4-5-cf3-cyclopentadiene)rh(ch2=ch-sime3)2	7
(1,2-bis(diphenylphosphino)ethane)nibr2	3
(1,2-bis[(2,6-diisopropylphenyl)imino]-acenaphthene)ga?ga(1,2-bis[(2,6-diisopropylphenyl)imino]-acenaphthene)	1
(1,2-dibromo-1-phenyl-ethyl)-phosphonic acid	5
(1,2-dibromo-2-nitro-propyl)-benzene	1
(1,2-dimethoxyethane)dichloronickel(ii)	21
(1,2-propadienyl)cyclohexane	1
(1,2-trans)-2-hydroxycyclohexylamine hydrochloride	2
(1,3,5-triaza-7-phosphaadamantane)	4
(1,3,5-trimethyl-[1,3,5]triazin-2-yl)lithium	1
(1,3-15n2)-sodium azide	1
(1,3-biphenyl)imidazolinium chloride	1
(1,3-bis(2',6'-di-iso-propylphenyl)imidazol-2-ylidene)cucl	1
(1,3-bis(2,4,6-trimethylphenyl)-2-imidazolidinylidene)dichloro(o-isopropoxyphenylmethylene)ruthenium(ii) dichloride	24
(1,3-bis(2,6-di(ipr)c6h3)-1,3-dihydroimidazol-2-ylidene)aucl	27
(1,3-bis(2,6-di(ipr)c6h3)-2,3-dihydroimidazol-2-ylidene)aucl	1
(1,3-bis(2,6-di-iso-propylphenyl)-4,5-dihydroimidazol-2-ylidene) copper chloride	2
(1,3-bis(2,6-diiopropylphenyl)imidazol-2-ylidine)aucl complex	23
(1,3-bis(2,6-diisopropylphenyl)-2-imidazolidinylidene)pdcl2(triethylamine)	3
(1,3-bis(2,6-diisopropylphenyl)-3,4,5,6-tetrahydropyrimidin-2-ylidene)pd(cinnamyl, 3-phenylallyl)cl	1
(1,3-bis(2,6-diisopropylphenyl)-4,5-dihydro-1himidazol-2-ylidene)路hcl	68
(1,3-bis(2,6-diisopropylphenyl)imidazol-2-ylidene)au(mecn)sbf6	10
(1,3-bis(2,6-diisopropylphenyl)imidazol-2-ylidene)aucl	206
(1,3-bis(2,6-diisopropylphenyl)imidazol-2-ylidene)cu(sch2ph)	1
(1,3-bis(2,6-diisopropylphenyl)imidazol-2-ylidene)cu(sph)	1
(1,3-bis(3,5-bis(dicyclohexylaminomethyl)-2,4,6-trimethylphenyl)-4,5-dihydro-1h-imidazoline)dichloro-(2-iso-propoxy-benzylidene)ruthenium (ii)	10
(1,3-bis(di-isopropylphenyl)imidazol-2-ylidene)auotf	11
(1,3-bis(diisopropylphenyl)imidazol-2-ylidene)aucl	40
(1,3-bis-(2,6-diisopropylphenyl)-1,3-dihydro-2h-imidazol-2-ylidene)pdcl2(3-clc5h4n)	59
(1,3-bis-(2,6-diisopropylphenyl)imidazol-2-ylidene)*bh3	16
(1,3-bis{2,6-dimethyl-4-[(tributylammonio)methyl]phenyl}imidazolidin-2-yl)gold(i) chloride	1
(1,3-bis{2,6-dimethyl-4-[(triethylammonio)methyl]phenyl}imidazolidin-2-yl)gold(i) chloride	7
(1,3-di(2,4,6-(ch3)3-c6h2)-imidazol-2-ylidene)pd(oac)2	38
(1,3-di(2,6-diisopropyl-c6h3)-imidazol-2-ylidene)pd(oac)2	2
(1,3-di(adamantyl)imidazol-2-ylidene)cui immobilised on magnetite/silica nanoparticles	15
(1,3-di-t-bu-1,3-diaza-2-silacyclopentene)2(pdpph3)2	2
(1,3-dicyclohexylimidazol-2-ylidene)copper(i) tert-butoxide	6
(1,3-dicyclohexylimidazol-2-ylidene)cu(bpin)	1
(1,3-dimesityl-4,5-dihydroimidazol-2-yl)(pcy3)(cl)2ru=chph	5
(1,3-dimesityl-4,5-dihydroimidazol-2-ylidene)(pcy3)cl2ru=chph	58
(1,3-dimesitylimidazol-2-ylidene)(benzoquinone)palladium(0)	3
(1,3-dimesitylimidazol-2-ylidene)(naphthoquinone)palladium	9
(1,3-dimesitylimidazol-2-ylidene)pd(o2ccf3)2(oh2)	7
(1,3-dimesitylimidazolidin-2-ylidene)ru(=chph)cl2(pcy3)	1
(1,3-dimesitylimidazolidin-2-ylidene)rucl2(pcy3)[=chph]	2
(1,3-dimesitylimidazolidin-2-ylidene)rucl2[=ch-(2-ipro-ph)]	2
(1,3-ipr2-imidazol-2-ylidene)(3-cl-pyridyl)pd(ii) dichloride	18
(1,3-mes2-imidazolidin-2-ylidene)(2-ipro-benzylidene)rucl2	1
(1,3-mes2-nc3h5)cl2ru=ch-[2-(o-chmeco2h)c6h4]	6
(1,4,7,10-tetraoxacyclododecane)	6
(1,4,7-trimethyl-1,4,7-triazacyclononane)cr(co)3	1
(1,4,8,11-tetraazacyclotetradecane)nickel(ii) perchlorate	21
(1,4-bis-diphenylphosphinobutane)cocl2	21
(1,4-dimethyl-5,7-diphenyl-3,4-dihydro-1h-cyclopenta[b]pyrazin-6(2h)-one)iron tricarbonyl	9
(1,5-cyclooctadiene)(1,2-bis(diphenylphosphino)ethane)rhodium(i) tetrafluoroborate	1
(1,5-cyclooctadiene)(2-(1-adamantyl)2pch2-4-tert-butyl-2-oxazoline)iridium(i) tetrakis(3,5-bis(trifluoromethyl)phenyl)borate	5
(1,5-cyclooctadiene)(methoxy)iridium(i) dimer	10
(1,5-cyclooctadiene)bis(methyldiphenylphosphine)iridium(i) hexafluorophosphate	1
(1,5-cyclooctadiene)lt;(s,s)-1,3-propanediyllt;lt;(omethoxyphenyl)phenylphosphinegt;gt;rhodium tetrafluoroborate	1
(1,5-cyclooctadiene)pd(ch2tms)2	16
(1,5-cyclooctadiene)rhodium/aerosil 200	4
(1-(3-dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride	5
(1-(trimethylsilyl)-1-butyn-4-yl)magnesium chloride	1
(1-ad)2p(o)h	33
(1-adamantylimido)(2,4-bis(2,6-diisopropylphenylimido)pent-3-yl)iron(iii)	3
(1-benzotriazoleoxy)tris(dimethylamino)p(pf6)	1
(1-benzotriazoleoxy)tris(pyrrolidino)p(pf6)	3
(1-benzotriazoloxy-bis-dimethylamino)tetrafluoroborate	4
(1-benzyl-1,4-dihydronicotinamide)2	2
(1-benzylpyrrolidin-2-yl)dinaphthalen-1-ylmethanol	1
(1-butyl-3-methyl-imidazolium)3[pmo12o40]	1
(1-butyl-3-methylimidazolium)cl	1
(1-ch3-2-cl-c5h5n)+i-	1
(1-chloro-2-methyl-prop-1-enyl)-dimethyl-amine	2
(1-cyclopropylvinyl)cyclopropane	1
(1-diazo-2-oxo-propyl)-phosphonic acid dimethyl ester	33
(1-dichloroiodo)-2,2,2-trifluoroethane	2
(1-et-3-oh-5-oxocyclohex-3-enyl)con(me)ch2-polystyrene resin	16
(1-ethyl-3-methylimidazol-2-ylidene)silver(i) chloride	3
(1-methyl-1-phenylethyl)cyclohexanol biphenol phosphite	1
(1-methylethyl)-2-propanamine	1
(1-methylimidazol-2-yl)-bis(pyrazol-1-yl)methane	9
(1-morpholinocarbamoyl-4,4-di-me-1,3-pentanedionato)2co(ii)	5
(1-nitrosooxy-propyl)-benzene	6
(1-phenylethylidene)acetoxyamine	1
(1-propynyl)-tri-n-butylstannane	1
(10)b-triisopropyl borate	1
(100)ag	1
(10h)-phenothiazine	62
(11)bf3*oet2	1
(11ar)-4,8-bis(3,5-di-tert-butylphenyl)-1,11-dimethoxy-6-phenyl-6,7-dihydro-5h-dibenzo[c,e]phosphepine	2
(11ar)-4,8-di([1,1':3',1''-terphenyl]-5'-yl)-1,11-dimethoxy-6-phenyl-6,7-dihydro-5h-dibenzo[c,e]phosphepine	6
(11as)-4,8-di([1,1':3',1''-terphenyl]-5'-yl)-1,11-dimethoxy-6-phenyl-6,7-dihydro-5h-dibenzo[c,e]phosphepine	3
(11bm)-4-((1r,2s)-1-(diphenylphosphino)-3-methoxy-1-phenylprop-2-yloxy)dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine	21
(11br)-4-((2s,4s)-2,4-di(naphthalen-2-yl)pentan-3-yl)dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepine	9
(11br)-4-(2-hydroxyphenyl)-2,6-diphenyldinaphtho[2,1-d:1?,2?-f][1,3,2]dioxaphosphepine-4-oxide	1
(11br)-4-(cyclohexyloxy)-2,6-bis(triphenylsilyl)dinaphtho[2,1-d:1''2'-f][1,3,2]dioxaphosphepine	1
(11bs(a))-n,n-bis[(1s)-1-(naphthalen-1-yl)ethyl]dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphepin-4-amine	4
(11bs)-4-(3,5-dimethoxyphenyl)-2,6-diphenyl-4,5-dihydro-3h-dinaphtho[2,1-c:1',2'-e]phosphepine	11
(11r,12r)-9,10-dihydro-9,10-ethanoanthracene-11,12-dimethanol	40
(11r,12r)-bis-n,n?-(2?-iodylbenzoyl)-11,12-diamino-9,10-dihydro-9,10-ethanoanthracene	1
(11r,13r)-11,13-dimethyl-12-phenyl-4,5,6,7,12,13-hexahydro-11h-diindeno[7,1-cd:1',7'-ef]phosphocine	11
(12)c8co2o8	1
(12,8)-[4]cyclo-2,8-chrysenylene ([4]cc2,8)	2
(123)i-iodine	4
(123)te	1
(13)co	3
(15)n-labeled s3n3cl3	1
(15)n-nitrogen dioxide	1
(15)n2	1
(15)nh2o*hcl	1
(15)nh4oh	1
(15n3)-sodium azide	1
(16)o2	5
(17)o-sodium hydroxide	2
(18)crown-6	1
(18)f-k2co3	1
(18)ff(1-)	8
(18)o labeled hydrogen peroxide	19
(18)o-hypofluorous acid	4
(18)o-phosphoric acid	4
(18)o-phosphorylchloride	1
(18)o-sodium nitrate	1
(18)o2	81
(18)o2h2	1
(18f)f2	1
(1e,1'e)-n,n'-((1s,2s)-cyclohexane-1,2-diyl)bis(1-(quinolin-2-yl)methanimine)	3
(1h)-pyrimidine	14
(1h-7-azabenzotriazole-1-yl)-1,1,3,3-tetramethyluronium tetrafluoroborate	3
(1r)-(+)-10-camphorsulfonic acid	14
(1r)-(+)-pinene	2
(1r)-(-)-(10-camphorsulfonyl)oxaziridine	3
(1r)-(-)-(8,8-dichlorocamphorsulfonyl)oxaziridine	1
(1r)-(-)-camphorsulfonyl chloride	1
(1r)-(6-hydroxyquinolin-4-yl)(8-vinylquinuclidin-2-yl)methyl benzoate	13
(1r)-(6-methoxyquinolin-4-yl)((2r)-5-vinylquinuclidin-2-yl)methanamine	88
(1r)-1-(hydroxymethyl)-3-methylbutylamine	1
(1r)-2-(n-2-pyridylmethyl)iminobornane	3
(1r)-3,3?-bis[3,5-bis(pentafluorothio)phenyl]-5,5?-dinitro-1,1?-binaphthyl-2,2?-disulfonimide	4
(1r)-3-di-(3,5-dimethylphenyl)phosphino-(4-diphenylphosphino-2,5-dimethylthienyl-3)-1,7,7-trimethylbicyclo[2.2.1]heptene-2	10
(1r)-7,7-dimethoxybicyclolt;2.2.1gt;heptan-2-one p-toluenesulfonylhydrazone	1
(1r)-endo-(+)-fenchol biphenol phosphite	1
(1r*,4as*,8ar*)-4a,5,6,7,8,8a-hexahydro-1-propyl-1-lt;lt;(trichlorotitanio)oxygt;methylgt;-2(1h)-naphthalenone tetrahydrofuran (1/1)	1
(1r,1?r,25,2?s)-duanphos	9
(1r,1r?,2s,2s?)-(cod)rh(duanphos)bf4	2
(1r,1s)-1-(2'-pyridylmethyl)-2-ph2(oh)c-pyrrolidine n-oxide	1
(1r,2's)-phenyl(1-neopentylpyrrolidin-2-yl)methanol	4
(1r,2r)-(+)-1,2-diphenyl-1,2-ethanediol	15
(1r,2r)-(+)-1,2-diphenylethylenediamine	70
(1r,2r)-(+)-1-n-diphenylthiophosphoryl-1,2-diphenylethane-1,2-diamine	24
(1r,2r)-(-)-1,2-cyclohexanediamine	1
(1r,2r)-(-)-[1,2-cyclohexanediamino-n,n'-bis(3,5-di-t-butylsalicylidene)]chromium(iii)f	2
(1r,2r)-(-)-[1,2-cyclohexanodiamino-n,n'-bis(3,5-di-t-butylsalicylidene)]chromium(iii)cl	17
(1r,2r)-(-)-n,n'-bis(3,5-di-tert-butylsalicydene)-1,2-cyclohexanediaminocobalt(ii)	3
(1r,2r)-(-)-n,n'-bis(3,5-di-tert-butylsalicylidene)-1,2-cyclohexanediaminocobalt(iii) hexafluoroantimonate	1
(1r,2r)-(-)-n-diphenylthiophosphorylcyclohexane-1,2-diamine	19
(1r,2r)-(-)-pseudoephedrine	18
(1r,2r)-(-)-trans-1,2-diaminocyclohexane	60
(1r,2r)-(-)-trans-cyclohexane-1,2-dicarboxylic acid	1
(1r,2r)-1,2-bis(2-cyclopentylphenyl)ethane-1,2-diol	1
(1r,2r)-1,2-bis(3,5-di-t-pentylsalicylideneamino)cyclohexane	5
(1r,2r)-1,2-bis(4-methoxyphenyl)ethane-1,2-diamine	1
(1r,2r)-1,2-bis(aminomethyldithiophene)cyclohexane	1
(1r,2r)-1,2-bis[n-(3,5-bis(trifluoromethyl)phenyl)thiourea]cyclohexane	1
(1r,2r)-1,2-diaminocyclohexane	6
(1r,2r)-1,2-diphenyl-(r)-n1,n2-bis((r)-(1-(2-phenylnaphthalen-1-yl)naphthalen-2-yl)methyl)ethane-1,2-diamine	7
(1r,2r)-1,2-diphenyl-1,2-dimethoxyethane	18
(1r,2r)-1,2-diphenyl-2-(piperidin-1-yl)ethanamine	5
(1r,2r)-1,2-diphenyl-2-benzyloxyethanol	1
(1r,2r)-1,2-diphenyl-n1,n2-bis(4-(pyrrolidin-1-yl)quinolin-2-yl)ethane-1,2-diamine	7
(1r,2r)-1,2-diphenyl-n1,n2-bis(4-(pyrrolidin-1-yl)quinolin-2-yl)ethane-1,2-diamine bistrifluoromethanesulfonimide	16
(1r,2r)-1,2-diphenylethane-1,2-bis(2,5-me2c6h3)sulfonamide	17
(1r,2r)-1,2-diphenylethane-1,2-bis-(2,5-me2c6h3)-sulfonamide	1
(1r,2r)-1,2-diphenylethane-1,2-diamine binaphthyl phosphate	2
(1r,2r)-1-(2-aminocyclohexyl)-3-[(s)-1-phenylethyl]thiourea	1
(1r,2r)-1-(p-nitrophenyl)-2-(n,n-dimethylamino)-3-(tert-butyloxy)propan-1-ol	7
(1r,2r)-1-me2n-2-[3,5-(cf3)2c6h3nhc(=s)nh]cyclohexane	2
(1r,2r)-1-n-(butan-2-yl)-2-n-(diphenylphosphoryl)-cyclohexane-1,2-diamine	1
(1r,2r)-2-(dimethylamino)-1,2-diphenylethanol	3
(1r,2r)-2-(dipropylamino)cyclohexanaminium trifluoromethanesulfonate	1
(1r,2r)-2-(tert-butyldiphenylsilyloxy)-n-(dipyrrolidin-1-ylmethylene)-2,3-dihydro-1h-inden-1-amine	8
(1r,2r)-2-amino-1,2-diphenylethanol ruthenium	2
(1r,2r)-3-(tert-butyldimethylsiloxy)-2-(dimethylamino)-1-(4-nitrophenyl)-1-propanol	2
(1r,2r)-[(tbu)2salcyco(2,4-(no2)2-c6h3o)]	1
(1r,2r)-[(tbu)2salcyco(o2cccl3)]	1
(1r,2r)-bis[(4,6-di-tbu-salicylidene)amino]cyclohexanefecl	1
(1r,2r)-cyclohexyldiamine-bis-(s)-camphor-sulfonamide ligand	1
(1r,2r)-n,n'-bis(2-pyridinecarboxamide)-1,2-cyclohexane	13
(1r,2r)-n,n'-bis(4-bromobenzyl)cyclohexane-1,2-diamine	1
(1r,2r)-n,n'-bis(phenylmethyl)-1,2-cyclohexanediamine	1
(1r,2r)-n,n'-bis-(3,3-dimethyl-butyl)-n,n'-dimethyl-cyclohexane-1,2-diamine	1
(1r,2r)-n,n'-bis-biphenyl-4-ylmethyl-cyclohexane-1,2-diamine	2
(1r,2r)-n,n'-bis-naphthalen-1-ylmethyl-1,2-diphenyl-ethane-1,2-diamine	10
(1r,2r)-n,n'-bis[(1s,4r)-7,7-dimethyl-2-oxo-bicyclo[2.2.1]hept-1-ylcarbonyl]-1,2-diphenylethylenediamine	9
(1r,2r)-n,n'-bis[(2,4,6-trimethylphenyl)methylene]-1,2-cyclohexane-diamine	5
(1r,2r)-n,n'-bisflylcyclohexane-1,2-diamine	2
(1r,2r)-n,n'-di(4'-bromobenzyl)-1,2-diaminocyclohexane	17
(1r,2r)-n,n'-di(4'-bromobenzylidene)-1,2-diaminocyclohexane	13
(1r,2r)-n,n'-di(anthracenyl-9'-methylene)-1,2-diaminocyclohexane	7
(1r,2r)-n,n'-dibenzyl-1,2-diphenyl-ethane-1,2-diamine	1
(1r,2r)-n,n'-dimethyl-n,n'-bis{[(1s,2r,4r)-7,7-dimethyl-2-hydroxynorborn-1-yl]carbonyl}cyclohexane-1,2-diamine	1
(1r,2r)-n,n?-bis[(r)-prolyl]-1,2-bis(1-methylpyridin-2-yl)ethane-1,2-diamine bis(triflate) bis(trifluoroacetate)	1
(1r,2r)-n,n?-dibenzyl-1,2-diphenylethane-1,2-diamine	16
(1r,2r)-n,n?-diethyl-1,2-diphenylethylenediamine	3
(1r,2r)-n,n?-dimethyl-1,2-di(naphthalen-1-yl)ethane-1,2-diamine	10
(1r,2r)-n-(2-diphenylphosphanylbenzyl)cyclohexane-1,2-diamine	4
(1r,2r)-n-(p-toluenesulfonyl)-1,2-diphenylethylenediamine	43
